model,M,param,u,x_star,x_plus,Ccrit_exact,Ccrit_numeric,tail_mean,CR_scale,shape_fn,Ccrit_over_CR,tail_over_CR,tail_over_Ccrit,gap
Bardeen,10.0,6.800000000000002,0.6800000000000002,1.248232434227361,1.5223755622948238,570.9015991111867,570.9015991070062,571.6375185084447,1632.419427810796,0.4543090575880648,0.34972727559167255,0.3501780907343501,1.001289047707002,0.2741431280674629
Bardeen,10.0,7.000000000000002,0.7000000000000002,1.2222292120843388,1.4743596987622078,493.95129485971694,493.9512948471356,494.5973553170779,1632.419427810796,0.39307395111783133,0.30258846865241296,0.3029842373172269,1.001307943645627,0.2521304866778691
Bardeen,10.0,7.05,0.705,1.2151735708016762,1.4611085018047218,473.48733029024015,473.4873302901676,474.109243671645,1632.419427810796,0.3767892455353831,0.2900524964501459,0.2904334729141659,1.0013134741768563,0.24593493100304564
Bardeen,10.0,7.1,0.71,1.2078638655423186,1.44724838931982,452.4279693053295,452.4279692826,453.02493584121646,1632.419427810796,0.36003073853985745,0.2771517917500353,0.27751748608429566,1.0013194731015493,0.2393845237775014
Bardeen,10.0,7.15,0.715,1.2002802670285326,1.4327041717334152,430.7004791093712,430.7004791008698,431.27156436555487,1632.419427810796,0.34274055121152014,0.26384179933889584,0.2641916391205441,1.0013259452540304,0.2324239047048826
Bardeen,10.0,7.199999999999999,0.72,1.1924001036295746,1.4173831530911287,408.2143229777756,408.2143229675535,408.7584912847377,1632.419427810796,0.3248466367141223,0.25006705753632413,0.25040040832699184,1.001333045599656,0.22498304946155412
Bardeen,10.0,7.25,0.725,1.1841972508437233,1.40116880685355,384.8545498778082,384.8545498600509,385.37059798645424,1632.419427810796,0.3062575199222978,0.2357571487579811,0.23607327346211923,1.0013408912764832,0.21697155600982665
Bardeen,10.0,7.3,0.73,1.175641340637793,1.383911165528742,360.4716877775385,360.4716877715856,360.9581967852066,1632.419427810796,0.286854254772368,0.22082050828135488,0.2211185376966998,1.0013496455454454,0.20826982489094892
Bardeen,10.0,7.35,0.735,1.1666967209927643,1.3654115578474508,334.8655924074835,334.8655923889217,335.32088052509863,1632.419427810796,0.26647757151523427,0.2051345301964244,0.20541343407973928,1.0013596145078443,0.1987148368546865
Bardeen,10.0,7.4,0.74,1.1573210617063796,1.3453970024745625,307.7581784026388,307.7581784017061,308.18014995760404,1632.419427810796,0.24490617684868676,0.18852886283972187,0.1887873574078312,1.0013711140258088,0.1880759407681829
Bardeen,10.0,7.45,0.745,1.1474634471634302,1.3234741253554414,278.74402813379874,278.7440281265715,279.1300421244166,1632.419427810796,0.22181744967420206,0.17075515237380912,0.17099161978165878,1.0013848332220865,0.17601067819201122
Bardeen,10.0,7.5,0.75,1.1370617042488451,1.299038105675791,247.1921633874516,247.19216338175627,247.53866068756565,1632.419427810796,0.19670927348346176,0.15142686933036315,0.15163912930118373,1.0014017325442917,0.1619764014269458
Bardeen,10.0,7.55,0.755,1.1260385529348231,1.2710674664673354,212.0232075883644,212.02320758755465,212.3250866147825,1632.419427810796,0.16872270768943623,0.12988280093719806,0.1300677283040715,1.0014238018085464,0.14502891353251224
